Entry,Date,Author
"twitter hesabı takip edilesi politika kişisi. gece gece ""kapitalizm daha az iman daha çok ritüel ister."" tespitiyle takdirimi kazanmıştır. ayrıca doğa ve hayvanlarla ilgili konulara baya duyarlıdır. güzel bir insandır, duruşu ve istikrarıyla nadir bulunan siyasetçilerdendir.  ",18.07.2013 01:52,catsnbunnies
"kendisine ""kazığa oturtma"" mesajı veren paşa çetin saner'e, ""ben trakyalıyım, biliyoruz ki kazıklı voyvoda eşcinseldi"" mesajı veren devlet karısı.  ",25.09.2013 16:51 ~ 17:30,arthist orian
eski hocam; bir zamanlar üniversite de ınkılap tarihi dersi verirdi. o zamanlar hastasıydık.  ,25.09.2013 17:57,kaymaklikatmer
eşi tuncer akşener ile birlikte 6 ekim'de hacca gidecekmiş.  ,27.09.2013 14:54,fuzzy logic
90'ların efkan ala'sı. (şimdikiler ancak öyle anlar. yoksa 100 tane efkan ala bunun yanında halt etmiş)  ,03.04.2014 16:38,dopermen
"son seçimi genel seçim havasına sokması neticesinde akpartinin aldığı sonuç çok şükür ki rte nin cb olamayacağı gerçeğini ortaya koymuştur. akparti, artık karşısına kim çıkarsa çıksın seçmenini elinde tutmak için her türlü cemaatle ilişkilendirecektir. bu nedenle rte nin karşısına cb adayı olarak çıkması muhtemel bir kişi olduğu için hemen yafta yapıştırıldı: cemaatin adayı.(bkz: siyasi bir efsane olarak cemaatin çökmesi)bundan sonra mhp, rte nin karşısına cb adayı olarak kendi adayını çıkaracaktır tayyibi cb olarak görmek istemeyen chp artık mhp'ye destek olmak durumundadır.  ",03.04.2014 17:14,fenasi kertmen
"cumhurbaşkanı adayı olsa kesin kazanacak kişi.zaten 2014 yerel seçimleri ekşi sözlük sonuçlarına göre akp %35 'in altında chp %30 bandında olduğu için kazanmasına kesin gözüyle bakılıyor.he amk he bi uyanamadınız ya.orda burda boş yere şişiriyorlar meral hanımı.aman da aman.ne yapmış desen, şunu yaptı diyecek adam yok varsa söylesin de öğrenelim neden bu kadar ulu bir şahısmış kendisi.şunu yaptı şu icraatleri var de diyebiliyorsan.twitterda üç beş twit, burda üç beş entry okumakla sosyolog olan arkadaşlar gelip pohpohluyorlar hanımefendiyi.2014 yerel seçim tahminleri ne bakın.oranlardan falan bahsetmiyorum.siyaseti okumak izmir, konyayı kimin alacağını tahmin etmek değildir.adamların yarısının büyükşehir yasasından haberi yok.mersin'in belediye başkanı chpden diye yine kazanacağını, aynı şekilde balıkesir'in başkanı mhpli diye yine kazanacağını sanan uyurgezerlerin yorum yaptığı yerler burası.şişirildiğine bakmayın aday olsa alacağı oy %18 dir 18,5 demez.edit:mevcut cumhurbaşkanının birşey yapmaması bundan sonra geleceklere de hiçbir şey yapmama hakkı verir bazı aklını mantığını siktiklerime göre.büdüt: andaval denmese sövmeyecektim.sorry.  ",04.04.2014 15:11 ~ 16:21,zaidayi
"cb adaylığı hususunda sağda solda, ne yapmış diye soran andavalların önce mevcut cumhurbaşkanının ne yaptığını anlatmaları beklenir, en azından bir kıyaslama için.kayıp trilyon davası gibi bir davadan cb olarak yırttığı bir durum yoktur en azından.  ",04.04.2014 15:34,fenasi kertmen
cumhurbaşkanlığına aday olursa kesin kazanır şeklinde söylentiler ekşisözlükte yoğunlaşmışsa kesin olarak kazanamayacak kişidir. ekşisözlük en kötü anket firmasından daha kötü sonuçlar vermektedir.  ,04.04.2014 15:58,dutkurusu
"meclistekilerin %90'ından daha kalıplı, daha şeyli cumhurbaşkanı adayım.  ",10.04.2014 22:02,yuzmebilmeyendenizci
devlet bahçeli'de birazcık vizyon varsa bu ablamızı cumhurbaşkanı adayı yapar.ama yok.  ,04.05.2014 15:20,garipbasci
adaylığı ancak mhp-chp birlikte hareket ederse anlamlı ve etkili olacak kişi.adaylık ihtimali hakkında ilginç bir analiz:http://alikincal.wordpress.com/…he-she-wolf-of-mhp/,13.05.2014 12:22 ~ 12:23,bledathehun
(bkz: #44900157)  ,11.08.2014 21:03,laroccala
artık genel başkan olarak mhp'yi harekete geçirmesi gereken asena.  ,12.08.2014 16:10,zaptir
"iki dönemdir meclis başkan vekili. ilk defa milletvekili seçilen yüzlerce vekilin bulunduğu bir mecliste içtüzük hükümlerine göre oturum yönetiyor. yeni bir sözlük yazarının sözlük kurallarını tam olarak bilmemesi misali, çoğu acemi vekil içtüzüğü bilmiyor. bu noktada akşener, görevi gereği içtüzük hükümlerini hatırlatıyor ve uyguluyor. içtüzük deyip geçmeyin, içtüzük sessiz anayasa diye bilinir.  ",06.10.2011 18:20,madas
"bdp milletvekili sebahat tuncel'in yanında melek kalan miletvekili ve tbmm başkanvekili...sahip olduğu bilgi birikimiyle de mecliste yer işgal eden birçok insandan daha donanımlı olduğuda su götürmez bi gerçek...alıntı;meral akşener, 18 temmuz 1956'da izmit gündoğdu'da doğdu. babasının adı tahir ömer, annesinin adı sıddıka'dır. öğretim üyesi dr.; istanbul üniversitesi edebiyat fakültesi tarih bölümünü bitirdi. doktorasını marmara üniversitesi sosyal bilimler enstitüsünde tamamladı. yıldız, kocaeli ve marmara üniversitelerinde öğretim üyesi olarak ders verdi. kocaeli üniversitesi'nde inkılap tarihi bölüm başkanlığı görevinde bulundu. zübeyde hanım şehit aileleri vakfı'nın kuruluşunu gerçekleştirdi. 20. dönemde istanbul, 21. dönemde kocaeli ve 23. dönemde istanbul milletvekili seçildi. 54. hükümette içişleri bakanı olarak görev yaptı. 23. dönemde türkiye büyük millet meclisi başkanvekilliği görevinde bulundu. 24. dönemde türkiye büyük millet meclisi başkanvekilliği görevine yeniden seçildi. akşener, evli ve 1 çocuk annesidir.  ",07.10.2011 08:37,tombikpasta
an itibariyle haber türk'te akşam raporu adlı programda olan kişidir.  ,03.11.2011 19:26,burgazteam
"yönettiği meclis oturumunda çıkan kavgaya müdahale edip kavga eden milletvekillerini öğrenci azarlar gibi "" siz arkaya gelin bakayım"" diyen milletvekili.  ",14.12.2011 00:50,mdmbvry
28 şubat sürecinin en cesur bakanlarından. yine de valiler brifingine verdiği tepkinin birazını keşke mgk toplantısında da verebilseydi. bir de gün geçtikçe daha olgun ve daha yapıcı oluyor galiba kendisi. ayrıca eminim zamanında akp'den teklif almıştır ve kabul etse muhtemelen tekrar bakan olurdu ancak o mhp'yi tercih etti.  ,14.03.2012 21:25,bay b
mhp'deki tek erkek.  ,30.03.2012 17:04,hep oyledir zaten
"son zamanlarda mhp kulislerinde , ve kapalı kapılar ardında adından sıkça söz edilen siyasetçi. mhp genel başkanlığı için adı ışık hızı ile yayılmakta ve parti tabanında ve içinde ciddi şekilde desteklenmektedir. özellikle 28 şubat sürecinde ki duruşu, mhp'nin eski günlere dönmesi adına bir fırsat olabilir. umarım tabanın sesi tepedeki sağırlara gider de, lütfedip koltuklarından hafif ırgalanarak  yerlerini gerçek ülkücülere bırakırlar. yoksa mhp , ülkücülerin partisi olmaktan gün geçtikce uzaklaşmaya devam edecektir.  ",14.04.2012 23:52,istem disi kas hareketi
son darbe 28 şubat belgeselinde gördüğüm kadarıyla yaşlanınca güzelleşmiş kendisi. böyle bir değişik olmuş .  ,02.05.2012 04:11 ~ 04:11,kuruyemisci
"28 şubat'a aslanlar gibi direnmiş eski içişleri bakanıdır. düşünün 28 şubat'a tüm dünya ve türkiye'den yandaşı bulunan fethullah gülen, yılların erbakan'ı, türk siyasetini 30 yıl yönetmiş demirel, kendi ordusu olan çiller direnmemiş ama o direnmiştir. kendisine arka çıkanlar olsaydı kazanırdı da.ve bugün 28 şubat'ta masaaltlarına saklananlar meydana çıkıp efelenirken o susmaktadır. meclisin gördüğü en yiğit kadındır. bugün ağlayıp zırlayanlar o, yağlı kazıklara oturtulmakla tehdit edilirken saklanıyorlardı, bugün meral akşener'e bakıp efendilik ve mert duruş sahibi olmayı öğrenmelidirler.  ",04.05.2012 02:19 ~ 16.02.2016 22:49,turanemeksiz
(bkz: samanyoluhaber.com/#28474991)  ,08.05.2012 11:34,erdinc
"kendisine yonelik cirkin cinsiyetci saldirilar, bu siyasetcinin 90'lardaki komik icisleri bakanligi gecmisini unutmamiza da yol acmamali. yolsuzluklariyla meshur, yalanciligiyla malum tansu ciller, aksener'i kukla bir bakan olarak goreve getirmisti. o da bu cercevede gece yarilari kapilari kirarak emniyet genel muduru degistirtmis, silik ve emirkulu bir bakan profili cizmisti. dyp tarihin cop sepetine girince de bu kasaba milliyetcisi eski koklerine, bahceli'nin emekliler kahvesi mhp'ye donmustu. en son medyatik etkinligi (geveze tbmm baskenvekilligi sirasinda oturumlarda soguk espriler yapmak disinda) cocugunun evliliginde akp liderlerini one cikarmakti. simdi cikmis bu kisiden anti-akp kahraman yaratmak isteyenler bu noktalari hatirlasa iyi olacaktir. arada yaptigi demagojik cikislar harici bir politik proje veya hedefi olmayan birini sirf mhp'nin vasataltiliginda vasat kaldigi icin one cikarmak da turk siyasi komedyasina ozgu taraflardan biri olsa gerek.  ",12.05.2015 16:38,mondialisation
bu iğrenç iftira sonrası oyları aratacak olan mhp milletvekili.bunu çıkartan einstein benzeri beyefendinin karısı çocuğu yok mu acaba ???  ,12.05.2015 18:32,7495
"ideolojisine partisine dünya görüşüne bakmadan yanında durmamiz gereken, bu şerefsiz saldırıya karşı savunmamiz gereken kadın. her şeyden önce kadın.  ",12.05.2015 20:15,vitali daraselia
"çok güzel, net, samimi konuşan bir kadın siyasetçi.  ",12.05.2015 20:39,herkes oldurur sevdigini
seviyorum. güveniyorum.  ,12.05.2015 22:42,chatrefill
"eger 7 haziran secimleri sonrasinda tbmm'ye dört parti girerse, yani hdp baraji gecerse, bu kadin cok büyük ihtimalle tbmm baskani olur, iyi de olur.  ",13.05.2015 01:14,question the answers
eski karamürsel kolaylı sitesi sakini. izmitli olmasından gurur duyduğum insanlardan. acilen mhp'nin başına geçmeli.  ,13.05.2015 11:22,kenjin
"şiddet mağduru bir kadın.""igrenclesmekte ne kadar yol katedebiliriz, neler yapabiliriz""adlı deneyin kobayı.. maalesef.  ",13.05.2015 14:34,serrulata
"gereksiz oğlu gereksiz bir şahsiyet.değnek meraklısı. kendisine iftira atıldığını, hukuken bir sonuç elde edemezse islam hukukundan doğan 80 değnek hakkı olduğuna ileri süren kadın. 2015`in türkiyesinde hangi kafada olduğu görmek hem trajik hem de komik.yahu bu mhp tayfasının adam dövdürme merakı gerçekten ilginç. ayrıca bu kadının içişleri bakanlığı yaptığı dönemdeki icraatları da herkesçe malum.  ",14.05.2015 07:56,redddadmiral
bu kadar gereksiz bir kişi üzerinden neden iftira atıldığını merak ettiren şahsiyet.yani ne gereği vardı. her seçimde mhpden neden kaset çıkıyor.  ,14.05.2015 08:01,angry engineer
kendisi hakkındaki iddiaların mhp oylarını %1 artıracağını düşündüğüm siyasetçidir.  ,14.05.2015 08:16,kocgiri
"bir anda akp'ci serrefsizlerin bu kadinin namusuna iftira atmaya baslamalarinin sebebinin, olasi akp-mhp koalisyonu'na kendisinin karsi cikmasi olabilecegini dusunuyorum.bu sekilde itibarsizlastirip partiden uzaklastiracak ardindan ne yaptigi belli olmayan bahceli'yi kafakola getirip mhp'yi koalisyona cekerek kendi genis midelerinde sindirecekler.seytanla ortaklik yapan kimse iflah olmadi. akp ile koalisyon yapacaginiza pantolonu indirip arkanizi onlara donun daha iyi.  ",14.05.2015 11:42,sfist
"hakkindaki son iddia kendisini kucuk dusurmek amacli degil, cemaatcilerin sahtekarligini ortaya koymak icin. ancak son donemde, akp karsiti cemaat'in secimde oyunu almak icin, chp'si ayri, mhp'si ayri, hdp'si ayri, ittifak'i ayri bir yaris icine girdiginden konu sanki kendisine akplilerin attigi bir iftira gibi yansitiliyor. cemaat'in boyle sahtekarliklarini, kasetciligini, insanlarin acigini yakalamak icin boyle kasetler olsun, yasa disi dinlemeler olsun, polis ve yargidaki orgutlenmesiyle santaj ve tehdit yoluyla olsun neler yapabildigini hatirlatmak acisindan oral calislar'in 13 aralik 2013 tarihli su yazisini hatirlamakta fayda var.latif erdogan konu hakkinda aciklamasi da su sekilde.  ",14.05.2015 12:00,efe
10 senedir çözemedim ben bu kadını.bir yerde bir gitmezlik var ama...  ,14.05.2015 13:28,vurucukobra
"""hukuken bir sonuç elde edemezse"" asıl konu bu. burası nasıl bir memleket ki böyle şerefsizce bir şey diyorsunuz ama başınıza hiç bir şey gelmiyor ceza almıyorsun, asıl anladıkları dilden konuşuyorsun değnek meraklısı diyorlar kendilerine, birisi benim karıma, anama, kardeşime bu şekilde bir iftira atacak bırak sırtına vurmayı, götüne sokarım o değneği.  ",14.05.2015 13:41,vincenzo
"cinsiyetçi saldırılara uğramış, geçmiş olsun. benim takıldığım nokta, gayrimüslimlere olan nefretinin kaynağı nedir? sen milliyetçiysen senin için din ikinci planda olmalı. bunlar sözde müslüman, münafık gibi taglerle cevap vermek nedir. hala ayetlerle kendisini savunanlar var. bu şekilde hep akp kazanır, deplasmanda oynamaya devam edersiniz. ayrıca;(bkz: kendinden üçüncü şahıs olarak bahsetmek)  ",14.05.2015 14:01,md k
"kabataş olayında ""görüntülerden öte bağyanın (kadın o) söylediği esastır"" diyenlerin yok kaseti vardı, yok filmi çıktı ""iyi bilmezük"" dedikten sonra ""efenim kaseti seyretmedik ki, öyle dediler"" şeklinde kıvırdıkları kadın.chp seçmeniyim, ve hatta belki de (kesin kararımı vermedim) hdpye oy verme ihtimalim bile var. ancak bu olay ciddi ciddi kanıma dokundu. sözüm ona ülkenin dindar kesimi 28 şubatta döneminde bu kadının dik durusunu ne çabuk unuttunuz?unutmayın ki, siyaset, iktidar, muhalefet..vs. her şey değişir. ancak notumuzu düşelim de biz, bu kadına yapılan iğrençliği de gördük maalesef. açık açık gördük.  ",14.05.2015 14:41,the portrait of steven meisel
havuz medyası bu hanımefendinin kasedinin olduğunu söylüyor. bunu dile getiren dillendiren kişiler evlerine gittiklerinde aile efradının yüzüne nasıl bakıyorlar anlamış değilim. zamanın behrinde okulda iyi bir siyaset hocası olan -şimdilerde mv kendisi akp den- dediği gibi siyaset kazanmak için herşeyi mübah kılmaktır dolayısıyla soysuzluktur. bu işi delilsiz dillendirenler ise insan mıdır siyasi midir bilemedim.siyaset arenasında namusuna dil uzatılacak belki de en son kişidir.akp ye mi oy versem saadete mi oy versem diye düşünürken bu olay illa git mhp ye oy ver dedirtiyor...  ,14.05.2015 16:20 ~ 16:22,kediye kafa atan mucahit fare2
bir nimet çubukçu değildir.  ,14.05.2015 16:28,blgogrt
"son dönemde cemaat kanallarında biraz fazla gözüktüğü için kendisine cemaatçi yakıştırılması yapılıyor, ancak pek gerçekçi değil. lakin siyasetçi alan bulduğu yerde konuşur..bi kaç yıl önce zaman gazetesi ankara'da 25.yıl gecesi düzenlediğinde mhp'den kendisi de davet edilmiş ama katılmamıştı, tek katılan isim koray aydın olmuştu. daha sonra mhp genel başkan adayı olacak olan koray aydın bu hareketi yüzünden parti içinde ""f tipi"" olabileceği şüphesiyle adaylık sürecinde çok yara alacaktı.hem ayrıca f ipi olmuş olsa, hakkında atılan iftira bu şekilde olmazdı. yani gülen cemaati birlikte hareket ettiği bir grup ise, latif erdoğan niye kumpas yalanı atsın, zaten beraber hareket ediyolar diye düşünmesi gerekirdi. her neyse, meral abla sen yine de akp'ye iyi giydiriyorsun da ara sıra şu cemaati de boş geçme, mhp'ye önceki seçimlerde kaset komplosunu kuranların, balyoz'da sahte delil yaratanların kimler olduğunu da biliyoruz sonuçta..  ",14.05.2015 21:29,temir
"olur da mhp, idari kadrolarını ve içindeki hiyerarşiyi yeniden düzenlemek için cemaat gibi götündeki donu bile tutmaktan aciz bir oluşumun desteğine ihtiyaç duyacak kadar acizleşirse meral akşener mhp'nin başına geçer. ayrıca yağmur mor renkte yağar, unicornlar gökten tepemize altın sikke sıçar, devlet bahçeli artık 40 yapmaz, tek bir gecede dolar 1 liraya, patatesin kilosu 10 kuruşa geriler ama bu rektumuyla siyasi analiz yapanlar bu kafayla oldukları yerden tek bir santim bile ileri gitmez.şimdi bu rektum analistleri türkeş'in fetoyla ilgili övgü düzdüğü videoları falan koyar buraya, yapsınlar efendim, takılsınlar. oynasınlar kardeş kardeş. lan aptallığınızla, gerizekalılığınızla, sığlığınızla benim gibi libertaryen bir adamın bile milliyetçi sanılmasına sebep olacaksınız, yazmayın demiyoruz kardeşlerim hobi olarak yine yazın siz.bilmeyip de götünden uyduran gerizekalılar için ekleyeyim, meral akşener'in hayatındaki en büyük desteği, akıl hocası, zamanının izmit ülkü ocakları başkanı, öz ağabeyi nihat gürer'dir. meral akşener henüz üniversitede tarih fakültesinde akademisyen iken, bugünkü olduğu yere, sahip olduğu siyasi nüfuza gelmesindeki en büyük payın da sahibidir.  ",10.05.2015 11:57 ~ 12:00,teke tekte gel
az önce kendisine a haberde latif erdoğan isimli kişi tarafından kasedi var iftirası atılmıştır.  ,11.05.2015 02:20,full attack
"bu iftirayı atan adama sormak istediğim soru:rte nin insanlığa yakışmayacak ses kayıtları var. bu konu hakkındaki görüşlerin neler?sadece şantaj, montaj mı?  ",11.05.2015 12:43 ~ 10.06.2015 02:34,ildisposed
